sensor_id,window_id,amplitude_sigma,direction,target_q,min_q_final
DO_1_2,0,0.0,1,4.5,3.1331361530045263
DO_1_2,0,0.5,-1,4.0,3.1331361530045263
DO_1_2,0,0.5,1,4.0,3.1331361530045263
DO_1_2,0,1.0,-1,3.5,1.9259008660039298
DO_1_2,0,1.0,1,3.5,3.1331361530045263
DO_1_2,0,1.5,-1,3.0,1.2390946360127595
DO_1_2,0,1.5,1,3.0,3.1331361530045263
DO_1_2,0,2.0,-1,2.5,1.1566628911870576
DO_1_2,0,2.0,1,2.5,3.1331361530045263
DO_1_2,0,3.0,-1,1.5,1.042522307544576
DO_1_2,0,3.0,1,1.5,1.5357115532962953
DO_1_2,0,4.0,-1,1.0,1.042522307544576
DO_1_2,0,4.0,1,1.0,1.1566628911870576
DO_1_2,1,0.0,1,4.5,4.5764041510563285
DO_1_2,1,0.5,-1,4.0,4.250200828017036
DO_1_2,1,0.5,1,4.0,4.5764041510563285
DO_1_2,1,1.0,-1,3.5,3.7598979245104505
DO_1_2,1,1.0,1,3.5,3.7598979245104505
DO_1_2,1,1.5,-1,3.0,3.1331361530045263
DO_1_2,1,1.5,1,3.0,3.1331361530045263
DO_1_2,1,2.0,-1,2.5,3.1331361530045263
DO_1_2,1,2.0,1,2.5,3.1331361530045263
DO_1_2,1,3.0,-1,1.5,1.9259008660039298
DO_1_2,1,3.0,1,1.5,3.1331361530045263
DO_1_2,1,4.0,-1,1.0,1.5357115532962953
DO_1_2,1,4.0,1,1.0,1.777253782480994
DO_1_2,2,0.0,1,4.5,3.1331361530045263
DO_1_2,2,0.5,-1,4.0,3.1331361530045263
DO_1_2,2,0.5,1,4.0,3.1331361530045263
DO_1_2,2,1.0,-1,3.5,3.1331361530045263
DO_1_2,2,1.0,1,3.5,3.1331361530045263
DO_1_2,2,1.5,-1,3.0,2.4789591083289952
DO_1_2,2,1.5,1,3.0,1.5357115532962953
DO_1_2,2,2.0,-1,2.5,1.2942167077392759
DO_1_2,2,2.0,1,2.5,1.0819960391279269
DO_1_2,2,3.0,-1,1.5,1.065926584813952
DO_1_2,2,3.0,1,1.5,1.0273688671026462
DO_1_2,2,4.0,-1,1.0,1.065926584813952
DO_1_2,2,4.0,1,1.0,1.0273688671026462
DO_1_2,3,0.0,1,4.5,3.7598979245104505
DO_1_2,3,0.5,-1,4.0,4.250200828017036
DO_1_2,3,0.5,1,4.0,3.7598979245104505
DO_1_2,3,1.0,-1,3.5,3.7598979245104505
DO_1_2,3,1.0,1,3.5,3.7598979245104505
DO_1_2,3,1.5,-1,3.0,3.1331361530045263
DO_1_2,3,1.5,1,3.0,3.1331361530045263
DO_1_2,3,2.0,-1,2.5,3.1331361530045263
DO_1_2,3,2.0,1,2.5,1.777253782480994
DO_1_2,3,3.0,-1,1.5,2.4789591083289952
DO_1_2,3,3.0,1,1.5,1.1018809501684304
DO_1_2,3,4.0,-1,1.0,2.4789591083289952
DO_1_2,3,4.0,1,1.0,1.0819960391279269
DO_1_2,4,0.0,1,4.5,4.9368941129784725
DO_1_2,4,0.5,-1,4.0,4.770703296404525
DO_1_2,4,0.5,1,4.0,4.9368941129784725
DO_1_2,4,1.0,-1,3.5,4.250200828017036
DO_1_2,4,1.0,1,3.5,4.878897232052198
DO_1_2,4,1.5,-1,3.0,3.7598979245104505
DO_1_2,4,1.5,1,3.0,4.250200828017036
DO_1_2,4,2.0,-1,2.5,3.1331361530045263
DO_1_2,4,2.0,1,2.5,3.7598979245104505
DO_1_2,4,3.0,-1,1.5,2.9111695925674415
DO_1_2,4,3.0,1,1.5,2.9111695925674415
DO_1_2,4,4.0,-1,1.0,2.0933317743458675
DO_1_2,4,4.0,1,1.0,1.3608276587929389
DO_1_2,5,0.0,1,4.5,4.878897232052198
DO_1_2,5,0.5,-1,4.0,4.250200828017036
DO_1_2,5,0.5,1,4.0,4.250200828017036
DO_1_2,5,1.0,-1,3.5,3.1331361530045263
DO_1_2,5,1.0,1,3.5,3.7598979245104505
DO_1_2,5,1.5,-1,3.0,3.1331361530045263
DO_1_2,5,1.5,1,3.0,3.1331361530045263
DO_1_2,5,2.0,-1,2.5,2.0933317743458675
DO_1_2,5,2.0,1,2.5,1.3608276587929389
DO_1_2,5,3.0,-1,1.5,1.3608276587929389
DO_1_2,5,3.0,1,1.5,1.042522307544576
DO_1_2,5,4.0,-1,1.0,1.0819960391279269
DO_1_2,5,4.0,1,1.0,1.0273688671026462
DO_1_3,0,0.0,1,4.5,3.1331361530045263
DO_1_3,0,0.5,-1,4.0,3.7598979245104505
DO_1_3,0,0.5,1,4.0,3.1331361530045263
DO_1_3,0,1.0,-1,3.5,4.5764041510563285
DO_1_3,0,1.0,1,3.5,3.1331361530045263
DO_1_3,0,1.5,-1,3.0,4.250200828017036
DO_1_3,0,1.5,1,3.0,2.9111695925674415
DO_1_3,0,2.0,-1,2.5,3.1331361530045263
DO_1_3,0,2.0,1,2.5,1.3608276587929389
DO_1_3,0,3.0,-1,1.5,3.1331361530045263
DO_1_3,0,3.0,1,1.5,1.1566628911870576
DO_1_3,0,4.0,-1,1.0,2.9111695925674415
DO_1_3,0,4.0,1,1.0,1.065926584813952
DO_1_3,1,0.0,1,4.5,4.250200828017036
DO_1_3,1,0.5,-1,4.0,3.1331361530045263
DO_1_3,1,0.5,1,4.0,4.770703296404525
DO_1_3,1,1.0,-1,3.5,3.1331361530045263
DO_1_3,1,1.0,1,3.5,4.5764041510563285
DO_1_3,1,1.5,-1,3.0,2.9111695925674415
DO_1_3,1,1.5,1,3.0,3.1331361530045263
DO_1_3,1,2.0,-1,2.5,1.777253782480994
DO_1_3,1,2.0,1,2.5,2.4789591083289952
DO_1_3,1,3.0,-1,1.5,1.2942167077392759
DO_1_3,1,3.0,1,1.5,1.2942167077392759
DO_1_3,1,4.0,-1,1.0,1.1566628911870576
DO_1_3,1,4.0,1,1.0,1.1018809501684304
DO_1_3,2,0.0,1,4.5,4.250200828017036
DO_1_3,2,0.5,-1,4.0,4.250200828017036
DO_1_3,2,0.5,1,4.0,3.7598979245104505
DO_1_3,2,1.0,-1,3.5,3.1331361530045263
DO_1_3,2,1.0,1,3.5,3.7598979245104505
DO_1_3,2,1.5,-1,3.0,3.1331361530045263
DO_1_3,2,1.5,1,3.0,3.1331361530045263
DO_1_3,2,2.0,-1,2.5,2.9111695925674415
DO_1_3,2,2.0,1,2.5,2.4789591083289952
DO_1_3,2,3.0,-1,1.5,1.5357115532962953
DO_1_3,2,3.0,1,1.5,1.065926584813952
DO_1_3,2,4.0,-1,1.0,1.2942167077392759
DO_1_3,2,4.0,1,1.0,1.0273688671026462
DO_1_3,3,0.0,1,4.5,4.250200828017036
DO_1_3,3,0.5,-1,4.0,4.5764041510563285
DO_1_3,3,0.5,1,4.0,3.1331361530045263
DO_1_3,3,1.0,-1,3.5,4.250200828017036
DO_1_3,3,1.0,1,3.5,1.9259008660039298
DO_1_3,3,1.5,-1,3.0,3.1331361530045263
DO_1_3,3,1.5,1,3.0,1.5357115532962953
DO_1_3,3,2.0,-1,2.5,3.1331361530045263
DO_1_3,3,2.0,1,2.5,1.2390946360127595
DO_1_3,3,3.0,-1,1.5,1.3608276587929389
DO_1_3,3,3.0,1,1.5,1.1566628911870576
DO_1_3,3,4.0,-1,1.0,1.042522307544576
DO_1_3,3,4.0,1,1.0,1.1018809501684304
DO_1_3,4,0.0,1,4.5,4.770703296404525
DO_1_3,4,0.5,-1,4.0,3.1331361530045263
DO_1_3,4,0.5,1,4.0,4.250200828017036
DO_1_3,4,1.0,-1,3.5,3.1331361530045263
DO_1_3,4,1.0,1,3.5,3.1331361530045263
DO_1_3,4,1.5,-1,3.0,3.1331361530045263
DO_1_3,4,1.5,1,3.0,2.4789591083289952
DO_1_3,4,2.0,-1,2.5,1.3608276587929389
DO_1_3,4,2.0,1,2.5,1.5357115532962953
DO_1_3,4,3.0,-1,1.5,1.1018809501684304
DO_1_3,4,3.0,1,1.5,1.2390946360127595
DO_1_3,4,4.0,-1,1.0,1.1018809501684304
DO_1_3,4,4.0,1,1.0,1.0819960391279269
DO_1_3,5,0.0,1,4.5,4.5764041510563285
DO_1_3,5,0.5,-1,4.0,4.250200828017036
DO_1_3,5,0.5,1,4.0,4.250200828017036
DO_1_3,5,1.0,-1,3.5,2.4789591083289952
DO_1_3,5,1.0,1,3.5,3.1331361530045263
DO_1_3,5,1.5,-1,3.0,1.777253782480994
DO_1_3,5,1.5,1,3.0,3.1331361530045263
DO_1_3,5,2.0,-1,2.5,1.2942167077392759
DO_1_3,5,2.0,1,2.5,1.777253782480994
DO_1_3,5,3.0,-1,1.5,1.065926584813952
DO_1_3,5,3.0,1,1.5,1.1018809501684304
DO_1_3,5,4.0,-1,1.0,1.065926584813952
DO_1_3,5,4.0,1,1.0,1.0819960391279269
DO_2_3,0,0.0,1,4.5,3.1331361530045263
DO_2_3,0,0.5,-1,4.0,3.1331361530045263
DO_2_3,0,0.5,1,4.0,3.1331361530045263
DO_2_3,0,1.0,-1,3.5,3.1331361530045263
DO_2_3,0,1.0,1,3.5,3.1331361530045263
DO_2_3,0,1.5,-1,3.0,3.1331361530045263
DO_2_3,0,1.5,1,3.0,3.1331361530045263
DO_2_3,0,2.0,-1,2.5,3.1331361530045263
DO_2_3,0,2.0,1,2.5,3.1331361530045263
DO_2_3,0,3.0,-1,1.5,2.0933317743458675
DO_2_3,0,3.0,1,1.5,1.9259008660039298
DO_2_3,0,4.0,-1,1.0,1.2390946360127595
DO_2_3,0,4.0,1,1.0,1.3608276587929389
DO_2_3,1,0.0,1,4.5,3.1331361530045263
DO_2_3,1,0.5,-1,4.0,3.1331361530045263
DO_2_3,1,0.5,1,4.0,3.7598979245104505
DO_2_3,1,1.0,-1,3.5,2.0933317743458675
DO_2_3,1,1.0,1,3.5,3.7598979245104505
DO_2_3,1,1.5,-1,3.0,1.5357115532962953
DO_2_3,1,1.5,1,3.0,3.7598979245104505
DO_2_3,1,2.0,-1,2.5,1.2942167077392759
DO_2_3,1,2.0,1,2.5,3.7598979245104505
DO_2_3,1,3.0,-1,1.5,1.1566628911870576
DO_2_3,1,3.0,1,1.5,3.1331361530045263
DO_2_3,1,4.0,-1,1.0,1.0819960391279269
DO_2_3,1,4.0,1,1.0,1.5357115532962953
DO_2_3,2,0.0,1,4.5,4.9673497153873605
DO_2_3,2,0.5,-1,4.0,4.770703296404525
DO_2_3,2,0.5,1,4.0,4.770703296404525
DO_2_3,2,1.0,-1,3.5,3.1331361530045263
DO_2_3,2,1.0,1,3.5,3.1331361530045263
DO_2_3,2,1.5,-1,3.0,2.4789591083289952
DO_2_3,2,1.5,1,3.0,3.1331361530045263
DO_2_3,2,2.0,-1,2.5,1.3608276587929389
DO_2_3,2,2.0,1,2.5,2.0933317743458675
DO_2_3,2,3.0,-1,1.5,1.1018809501684304
DO_2_3,2,3.0,1,1.5,1.5357115532962953
DO_2_3,2,4.0,-1,1.0,1.042522307544576
DO_2_3,2,4.0,1,1.0,1.1566628911870576
DO_2_3,3,0.0,1,4.5,3.7598979245104505
DO_2_3,3,0.5,-1,4.0,3.1331361530045263
DO_2_3,3,0.5,1,4.0,3.1331361530045263
DO_2_3,3,1.0,-1,3.5,2.0933317743458675
DO_2_3,3,1.0,1,3.5,3.7598979245104505
DO_2_3,3,1.5,-1,3.0,1.2942167077392759
DO_2_3,3,1.5,1,3.0,3.1331361530045263
DO_2_3,3,2.0,-1,2.5,1.0819960391279269
DO_2_3,3,2.0,1,2.5,2.0933317743458675
DO_2_3,3,3.0,-1,1.5,1.042522307544576
DO_2_3,3,3.0,1,1.5,1.2942167077392759
DO_2_3,3,4.0,-1,1.0,1.042522307544576
DO_2_3,3,4.0,1,1.0,1.065926584813952
DO_2_3,4,0.0,1,4.5,3.1331361530045263
DO_2_3,4,0.5,-1,4.0,3.1331361530045263
DO_2_3,4,0.5,1,4.0,3.1331361530045263
DO_2_3,4,1.0,-1,3.5,3.1331361530045263
DO_2_3,4,1.0,1,3.5,2.9111695925674415
DO_2_3,4,1.5,-1,3.0,3.1331361530045263
DO_2_3,4,1.5,1,3.0,2.9111695925674415
DO_2_3,4,2.0,-1,2.5,1.777253782480994
DO_2_3,4,2.0,1,2.5,2.4789591083289952
DO_2_3,4,3.0,-1,1.5,1.2390946360127595
DO_2_3,4,3.0,1,1.5,1.5357115532962953
DO_2_3,4,4.0,-1,1.0,1.0819960391279269
DO_2_3,4,4.0,1,1.0,1.3608276587929389
DO_2_3,5,0.0,1,4.5,3.1331361530045263
DO_2_3,5,0.5,-1,4.0,3.1331361530045263
DO_2_3,5,0.5,1,4.0,3.7598979245104505
DO_2_3,5,1.0,-1,3.5,2.9111695925674415
DO_2_3,5,1.0,1,3.5,3.1331361530045263
DO_2_3,5,1.5,-1,3.0,2.4789591083289952
DO_2_3,5,1.5,1,3.0,3.1331361530045263
DO_2_3,5,2.0,-1,2.5,1.5357115532962953
DO_2_3,5,2.0,1,2.5,2.4789591083289952
DO_2_3,5,3.0,-1,1.5,1.1018809501684304
DO_2_3,5,3.0,1,1.5,1.2942167077392759
DO_2_3,5,4.0,-1,1.0,1.0819960391279269
DO_2_3,5,4.0,1,1.0,1.0819960391279269
DO_2_4,0,0.0,1,4.5,4.878897232052198
DO_2_4,0,0.5,-1,4.0,4.250200828017036
DO_2_4,0,0.5,1,4.0,4.250200828017036
DO_2_4,0,1.0,-1,3.5,3.1331361530045263
DO_2_4,0,1.0,1,3.5,3.1331361530045263
DO_2_4,0,1.5,-1,3.0,2.9111695925674415
DO_2_4,0,1.5,1,3.0,3.1331361530045263
DO_2_4,0,2.0,-1,2.5,1.5357115532962953
DO_2_4,0,2.0,1,2.5,2.9111695925674415
DO_2_4,0,3.0,-1,1.5,1.2390946360127595
DO_2_4,0,3.0,1,1.5,1.3608276587929389
DO_2_4,0,4.0,-1,1.0,1.1018809501684304
DO_2_4,0,4.0,1,1.0,1.1566628911870576
DO_2_4,1,0.0,1,4.5,3.7598979245104505
DO_2_4,1,0.5,-1,4.0,3.1331361530045263
DO_2_4,1,0.5,1,4.0,3.1331361530045263
DO_2_4,1,1.0,-1,3.5,3.7598979245104505
DO_2_4,1,1.0,1,3.5,3.1331361530045263
DO_2_4,1,1.5,-1,3.0,3.1331361530045263
DO_2_4,1,1.5,1,3.0,2.4789591083289952
DO_2_4,1,2.0,-1,2.5,1.5357115532962953
DO_2_4,1,2.0,1,2.5,1.5357115532962953
DO_2_4,1,3.0,-1,1.5,1.065926584813952
DO_2_4,1,3.0,1,1.5,1.1566628911870576
DO_2_4,1,4.0,-1,1.0,1.042522307544576
DO_2_4,1,4.0,1,1.0,1.0819960391279269
DO_2_4,2,0.0,1,4.5,4.983169939854564
DO_2_4,2,0.5,-1,4.0,4.9368941129784725
DO_2_4,2,0.5,1,4.0,4.878897232052198
DO_2_4,2,1.0,-1,3.5,4.5764041510563285
DO_2_4,2,1.0,1,3.5,4.5764041510563285
DO_2_4,2,1.5,-1,3.0,3.1331361530045263
DO_2_4,2,1.5,1,3.0,3.1331361530045263
DO_2_4,2,2.0,-1,2.5,2.4789591083289952
DO_2_4,2,2.0,1,2.5,3.1331361530045263
DO_2_4,2,3.0,-1,1.5,1.5357115532962953
DO_2_4,2,3.0,1,1.5,1.777253782480994
DO_2_4,2,4.0,-1,1.0,1.3608276587929389
DO_2_4,2,4.0,1,1.0,1.2390946360127595
DO_2_4,3,0.0,1,4.5,4.983169939854564
DO_2_4,3,0.5,-1,4.0,4.9673497153873605
DO_2_4,3,0.5,1,4.0,4.770703296404525
DO_2_4,3,1.0,-1,3.5,4.250200828017036
DO_2_4,3,1.0,1,3.5,3.7598979245104505
DO_2_4,3,1.5,-1,3.0,3.1331361530045263
DO_2_4,3,1.5,1,3.0,3.1331361530045263
DO_2_4,3,2.0,-1,2.5,2.4789591083289952
DO_2_4,3,2.0,1,2.5,1.9259008660039298
DO_2_4,3,3.0,-1,1.5,1.2390946360127595
DO_2_4,3,3.0,1,1.5,1.2942167077392759
DO_2_4,3,4.0,-1,1.0,1.1018809501684304
DO_2_4,3,4.0,1,1.0,1.0819960391279269
DO_2_4,4,0.0,1,4.5,4.770703296404525
DO_2_4,4,0.5,-1,4.0,4.770703296404525
DO_2_4,4,0.5,1,4.0,4.5764041510563285
DO_2_4,4,1.0,-1,3.5,3.7598979245104505
DO_2_4,4,1.0,1,3.5,3.1331361530045263
DO_2_4,4,1.5,-1,3.0,3.1331361530045263
DO_2_4,4,1.5,1,3.0,1.9259008660039298
DO_2_4,4,2.0,-1,2.5,3.1331361530045263
DO_2_4,4,2.0,1,2.5,1.2942167077392759
DO_2_4,4,3.0,-1,1.5,1.5357115532962953
DO_2_4,4,3.0,1,1.5,1.1018809501684304
DO_2_4,4,4.0,-1,1.0,1.1566628911870576
DO_2_4,4,4.0,1,1.0,1.042522307544576
DO_2_4,5,0.0,1,4.5,4.770703296404525
DO_2_4,5,0.5,-1,4.0,4.878897232052198
DO_2_4,5,0.5,1,4.0,4.250200828017036
DO_2_4,5,1.0,-1,3.5,4.5764041510563285
DO_2_4,5,1.0,1,3.5,3.1331361530045263
DO_2_4,5,1.5,-1,3.0,3.7598979245104505
DO_2_4,5,1.5,1,3.0,1.9259008660039298
DO_2_4,5,2.0,-1,2.5,2.9111695925674415
DO_2_4,5,2.0,1,2.5,1.3608276587929389
DO_2_4,5,3.0,-1,1.5,1.2390946360127595
DO_2_4,5,3.0,1,1.5,1.1566628911870576
DO_2_4,5,4.0,-1,1.0,1.1018809501684304
DO_2_4,5,4.0,1,1.0,1.0819960391279269
ORP_1_1,0,0.0,1,4.5,4.770703296404525
ORP_1_1,0,0.5,-1,4.0,4.5764041510563285
ORP_1_1,0,0.5,1,4.0,3.1331361530045263
ORP_1_1,0,1.0,-1,3.5,3.1331361530045263
ORP_1_1,0,1.0,1,3.5,3.1331361530045263
ORP_1_1,0,1.5,-1,3.0,3.1331361530045263
ORP_1_1,0,1.5,1,3.0,3.1331361530045263
ORP_1_1,0,2.0,-1,2.5,2.4789591083289952
ORP_1_1,0,2.0,1,2.5,2.0933317743458675
ORP_1_1,0,3.0,-1,1.5,1.3608276587929389
ORP_1_1,0,3.0,1,1.5,1.3608276587929389
ORP_1_1,0,4.0,-1,1.0,1.1566628911870576
ORP_1_1,0,4.0,1,1.0,1.1566628911870576
ORP_1_1,1,0.0,1,4.5,4.5764041510563285
ORP_1_1,1,0.5,-1,4.0,4.5764041510563285
ORP_1_1,1,0.5,1,4.0,3.1331361530045263
ORP_1_1,1,1.0,-1,3.5,3.1331361530045263
ORP_1_1,1,1.0,1,3.5,2.9111695925674415
ORP_1_1,1,1.5,-1,3.0,3.1331361530045263
ORP_1_1,1,1.5,1,3.0,1.777253782480994
ORP_1_1,1,2.0,-1,2.5,1.9259008660039298
ORP_1_1,1,2.0,1,2.5,1.2942167077392759
ORP_1_1,1,3.0,-1,1.5,1.5357115532962953
ORP_1_1,1,3.0,1,1.5,1.1566628911870576
ORP_1_1,1,4.0,-1,1.0,1.2390946360127595
ORP_1_1,1,4.0,1,1.0,1.0819960391279269
ORP_1_1,2,0.0,1,4.5,4.770703296404525
ORP_1_1,2,0.5,-1,4.0,4.770703296404525
ORP_1_1,2,0.5,1,4.0,4.5764041510563285
ORP_1_1,2,1.0,-1,3.5,4.770703296404525
ORP_1_1,2,1.0,1,3.5,3.1331361530045263
ORP_1_1,2,1.5,-1,3.0,4.5764041510563285
ORP_1_1,2,1.5,1,3.0,3.1331361530045263
ORP_1_1,2,2.0,-1,2.5,3.7598979245104505
ORP_1_1,2,2.0,1,2.5,3.1331361530045263
ORP_1_1,2,3.0,-1,1.5,3.1331361530045263
ORP_1_1,2,3.0,1,1.5,2.0933317743458675
ORP_1_1,2,4.0,-1,1.0,1.5357115532962953
ORP_1_1,2,4.0,1,1.0,1.5357115532962953
ORP_1_1,3,0.0,1,4.5,4.9368941129784725
ORP_1_1,3,0.5,-1,4.0,4.770703296404525
ORP_1_1,3,0.5,1,4.0,4.878897232052198
ORP_1_1,3,1.0,-1,3.5,4.250200828017036
ORP_1_1,3,1.0,1,3.5,4.250200828017036
ORP_1_1,3,1.5,-1,3.0,3.1331361530045263
ORP_1_1,3,1.5,1,3.0,3.1331361530045263
ORP_1_1,3,2.0,-1,2.5,2.0933317743458675
ORP_1_1,3,2.0,1,2.5,3.1331361530045263
ORP_1_1,3,3.0,-1,1.5,1.2942167077392759
ORP_1_1,3,3.0,1,1.5,1.9259008660039298
ORP_1_1,3,4.0,-1,1.0,1.1566628911870576
ORP_1_1,3,4.0,1,1.0,1.2942167077392759
ORP_1_1,4,0.0,1,4.5,3.7598979245104505
ORP_1_1,4,0.5,-1,4.0,3.1331361530045263
ORP_1_1,4,0.5,1,4.0,3.7598979245104505
ORP_1_1,4,1.0,-1,3.5,3.1331361530045263
ORP_1_1,4,1.0,1,3.5,2.9111695925674415
ORP_1_1,4,1.5,-1,3.0,2.4789591083289952
ORP_1_1,4,1.5,1,3.0,2.9111695925674415
